"batch","X_unit_id","X_last_judgment_at","any_comments","what_service_gives_better_results","what_service_gives_better_results.confidence","agba","agbb","agfa","agfb","b1a","b1b","b2a","b2b","b3a","b3b","b4a","b4b","b5a","b5b","d1a","d1b","d2a","d2b","d3a","d3b","d4a","d4b","d5a","d5b","dagb","dagf","dndcgb","dndcgf","f1a","f1b","f2a","f2b","f3a","f3b","f4a","f4b","f5a","f5b","id","ndcgba","ndcgbb","ndcgfa","ndcgfb","ov","query"
2,151333374,"4/7/2012 01:57:38","","Service A",1,1,0.3,0.806,0.326,2,0,2,0,2,0,2,2,2,1,"d012986","b012912","d012309","d018398","d006976","e012063","d014192","d013187","d008942","d017593",0.7,0.48,0.788329111,0.592185595417295,92,0,93,16,56,0,82,77,80,70,1451,1,0.211670889,0.830739581412343,0.238553985995048,0,"d008986"
2,151333375,"4/7/2012 01:23:56","","They are both equally bad",1,0.3,1,0.42,0.848,1,2,1,2,0,2,0,2,1,2,"b004583","b010071","a005229","b015732","b016317","a007514","e010423","a004535","b006172","b013915",-0.7,-0.428,-0.657824226,-0.424291274288589,39,80,56,93,34,87,21,70,60,94,1452,0.342175774,1,0.419159423178934,0.843450697467523,0,"a007204"
2,151333376,"4/7/2012 01:56:47","","Service A",1,0.7,0,0.61,0.14,2,0,0,0,2,0,2,0,1,0,"f015197","b005721","b006210","b006048","f003234","e015137","a007806","b019294","b012997","e000588",0.7,0.47,0.720411197,0.479667523845918,77,9,28,29,67,7,70,18,63,7,1453,0.720411197,0,0.619595224675684,0.139927700829766,0,"b016602"
2,151333377,"4/7/2012 01:40:24","","They are both equally bad",1,0,0.7,0.196,0.572,0,1,0,1,0,1,0,2,0,2,"d001436","b017501","a005176","b006920","b001100","b003605","a007097","b005186","e002362","b004765",-0.7,-0.376,-0.638636714,-0.367500717117983,17,56,12,48,32,42,31,72,6,68,1454,0,0.638636714,0.190754712610416,0.558255429728399,0,"b019928"
2,151333378,"4/7/2012 01:11:13","","Service A",1,0.7,0,0.572,0.15,2,0,2,0,0,0,1,0,2,0,"e000283","d001281","e006968","f000987","d008065","d004044","e002848","d014993","e005949","a001305",0.7,0.422,0.757385722,0.462241594776777,76,15,75,15,25,10,40,19,70,16,1455,0.757385722,0,0.610917374413768,0.148675779636991,0,"e015955"
2,151333379,"4/7/2012 01:06:40","No","Service B",1,0.3,1,0.37,0.842,1,2,1,2,0,2,0,2,1,2,"e014866","e005741","e008185","e003753","d013418","e013156","a002137","e018396","e013304","e011940",-0.7,-0.472,-0.657824226,-0.421681946864306,59,81,38,75,25,85,9,94,54,86,1456,0.342175774,1,0.407811220712264,0.82949316757657,0,"e010207"
2,151333380,"4/7/2012 01:19:16","","Service A",1,0.7,0,0.574,0.068,2,0,1,0,2,0,0,0,2,0,"b004509","e017442","b003629","e006110","b019036","e014478","a009112","e012145","b014896","e016799",0.7,0.506,0.746938518,0.560644534823764,88,5,39,10,86,2,8,9,66,8,1457,0.746938518,0,0.626035331300465,0.0653907964767007,0,"b008450"
2,151333381,"4/7/2012 00:59:54","","They are both equally good",1,0.3,1,0.404,0.712,1,2,0,2,0,2,1,2,1,2,"f013009","a005601","a006938","a007776","f001452","a003298","e013546","a000069","b019412","e019439",-0.7,-0.308,-0.691783184,-0.306115253560369,54,70,18,79,18,67,58,68,54,72,1458,0.308216816,1,0.407758841740028,0.713874095300397,0,"f019182"
2,151333382,"4/7/2012 01:13:17","","Service A",1,1,0.3,0.752,0.338,2,0,2,0,2,0,2,1,2,2,"b018998","b007299","b009456","a002403","b002136","a001663","b000579","b018483","b001721","b005421",0.7,0.414,0.795760748,0.480157586338322,72,4,70,29,89,4,67,63,78,69,1459,1,0.204239252,0.745117779312173,0.264960192973851,0,"b007455"
2,151333383,"4/7/2012 01:10:48","","Service B",1,0.3,1,0.382,0.804,0,2,2,2,0,2,0,2,1,2,"a006364","d005671","d019502","d001869","e011837","d008188","e006592","d009174","d016973","d000188",-0.7,-0.422,-0.720411197,-0.419023789480466,15,70,86,80,18,79,22,85,50,88,1460,0.279588803,1,0.363164212658928,0.782188002139394,0,"d007449"
2,151333384,"4/7/2012 00:46:13","","Service A",1,1,0.3,0.786,0.424,2,1,2,2,2,0,2,0,2,0,"e006865","e010285","e006734","e006911","e006911","b014942","e002965","d002733","e011055","d013920",0.7,0.362,0.616433633,0.29855372476297,81,64,76,78,78,33,79,11,79,26,1461,1,0.383566367,0.788667815137069,0.490114090374099,1,"e004656"
2,151333385,"4/7/2012 01:51:27","","They are both equally bad",1,0,0.7,0.166,0.612,0,1,0,1,0,1,0,2,0,2,"d010599","d014185","b007467","b000783","b011661","d000556","e014992","d005779","b019321","d007109",-0.7,-0.446,-0.638636714,-0.436848838755023,5,54,22,47,22,56,20,78,14,71,1462,0,0.638636714,0.148924991905644,0.585773830660667,0,"d013474"
2,151333386,"4/7/2012 01:21:27","No","Service A",1,1,0.3,0.842,0.314,2,2,2,1,2,0,2,0,2,0,"e005741","e017707","e003753","e006488","e013156","d009338","e018396","d008835","e011940","b013729",0.7,0.528,0.553846662,0.398473451933615,81,84,75,55,85,11,94,4,86,3,1463,1,0.446153338,0.82949316757657,0.431019715642955,0,"e010207"
2,151333387,"4/7/2012 01:57:09","","Service A",1,0.3,1,0.27,0.666,1,2,0,2,2,2,0,2,0,2,"a000829","a000616","b016317","a004069","a002073","a007694","d003428","a009389","b008038","a009530",-0.7,-0.396,-0.660839795,-0.349969882709211,54,68,6,69,66,66,6,66,3,64,1464,0.339160205,1,0.320608807788051,0.670578690497262,0,"a000184"
2,151333388,"4/7/2012 01:02:51","","Service A",1,0.7,0,0.67,0.036,2,0,1,0,1,0,2,0,1,0,"e002580","b016996","a003498","a007069","e004654","f012659","e015542","b018998","a006714","b009160",0.7,0.634,0.742614278,0.653804669136458,74,0,66,3,52,0,80,0,63,15,1465,0.742614278,0,0.679905018705345,0.0261003495688871,0,"a009161"
2,151333389,"4/7/2012 01:09:35","","Service B",1,0,0.7,0.15,0.56,0,1,0,1,0,1,0,2,0,2,"a003625","f016064","b010410","f006730","e007305","f018674","e013927","b008704","e013031","b000944",-0.7,-0.41,-0.638636714,-0.375546402661773,10,50,35,40,20,45,10,75,0,70,1466,0,0.638636714,0.157334068696079,0.532880471357852,0,"b017586"
2,151333390,"4/7/2012 01:15:59","","Service A",1,0.7,0,0.608,0.242,2,0,2,0,1,0,2,0,0,0,"e017133","e015340","e012441","b005951","e000994","b014942","e006911","d002733","e009927","d013920",0.7,0.366,0.784004871,0.394242252603736,74,27,75,24,44,33,78,11,33,26,1467,0.784004871,0,0.643314484069952,0.249072231466216,0,"e004656"
2,151333391,"4/7/2012 01:02:32","","They are both equally good",1,0,0.7,0.032,0.576,0,2,0,1,0,0,0,2,0,2,"d002619","b012328","b019043","e011087","b000905","d001950","b016521","e013970","d002545","b019890",-0.7,-0.544,-0.723426765,-0.571699906061441,1,82,3,49,4,2,4,65,4,90,1468,0,0.723426765,0.0276853311944463,0.599385237255887,0,"b008059"
2,151333392,"4/7/2012 00:56:00","","Service A",1,1,0.3,0.7,0.272,2,1,2,0,2,0,2,2,2,0,"a000616","a002015","a000243","d003428","a004756","b009262","a004069","a000616","b010504","b016317",0.7,0.428,0.684351548,0.403590858933837,68,47,75,6,66,9,69,68,72,6,1469,1,0.315648452,0.698296323077602,0.294705464143765,1,"a000184"
2,151333393,"4/7/2012 04:29:01","","They are both equally good",1,0,0.7,0.14,0.622,0,2,0,1,0,2,0,0,0,2,"e003987","e003068","e001917","e001368","e017534","e005678","e002050","e014992","e008991","e013661",-0.7,-0.482,-0.746938518,-0.499434890983726,9,73,21,50,14,79,12,20,14,89,1470,0,0.746938518,0.135099661270882,0.634534552254608,0,"e006591"
2,151333394,"4/7/2012 00:57:42","","Service A",1,1,0.3,0.764,0.248,2,1,2,0,2,2,2,0,2,0,"e012532","a005237","e001156","b003168","e001768","e004984","e014904","b014711","e011329","d006186",0.7,0.516,0.660839795,0.502815009336488,78,32,80,9,74,75,77,8,73,0,1471,1,0.339160205,0.769475583815175,0.266660574478687,0,"e012250"
2,151333395,"4/7/2012 01:53:06","","Service B",1,0,0.7,0.16,0.61,0,2,0,0,0,2,0,1,0,2,"e015312","b003933","b003709","d012986","e013709","b016057","b015391","b007806","f010997","b003113",-0.7,-0.45,-0.71297956,-0.477918603380997,5,80,5,5,20,80,35,60,15,80,1472,0,0.71297956,0.132378028099567,0.610296631480564,0,"b005963"
2,151333396,"4/7/2012 01:39:32","","Service A",1,0.7,0,0.552,0.174,0,0,1,0,2,0,2,0,2,0,"b006717","b012545","b007656","b003881","b001253","b005721","b002993","b008258","a005657","a009332",0.7,0.378,0.553846662,0.247763123982885,0,21,38,31,87,9,76,24,75,2,1473,0.553846662,0,0.438265223907857,0.190502099924972,0,"b016602"
2,151333397,"4/7/2012 01:15:30","","Service B",1,0.3,1,0.238,0.742,0,2,0,2,1,2,2,2,0,2,"e011760","f014605","f015197","a006822","a006681","a008348","a009234","f001994","f006509","f007272",-0.7,-0.504,-0.769141599,-0.568923537661848,0,81,0,70,49,80,70,70,0,70,1474,0.230858401,1,0.185342095181931,0.754265632843779,0,"a005589"
2,151333398,"4/7/2012 02:57:15","","Service A",1,0.7,0,0.474,0.044,2,0,1,0,1,0,1,0,2,0,"e007457","b000905","e002030","a005842","b014660","b005064","b012632","d002619","b019890","a001451",0.7,0.43,0.735182641,0.448216750653669,70,4,29,1,19,15,29,1,90,1,1475,0.735182641,0,0.492132771181031,0.0439160205273617,0,"b008059"
2,151333399,"4/7/2012 01:35:31","","They are both equally good",1,0.3,1,0.36,0.78,1,2,1,2,0,2,0,2,1,2,"a000262","b005569","b000537","a005405","b015732","a009223","b001265","b016835","a001221","b018747",-0.7,-0.42,-0.657824226,-0.398742107410592,40,75,65,80,5,75,15,90,55,70,1476,0.342175774,1,0.377307204426924,0.776049311837516,0,"b001529"
2,151333400,"4/7/2012 01:47:41","","Service A",1,0.7,0,0.594,0.062,1,0,0,0,2,0,2,0,2,0,"b005750","e007941","d003331","a009434","a000811","e009163","b011287","e007259","f019128","d003331",0.7,0.532,0.616433633,0.498435200171257,59,1,1,11,70,2,90,16,77,1,1477,0.616433633,0,0.553439880147484,0.0550046799762269,1,"f007939"
2,151333401,"4/7/2012 00:55:36","No","They are both equally bad",1,0.3,1,0.248,0.764,1,2,0,2,2,2,0,2,0,2,"a005237","e012532","b003168","e001156","e004984","e001768","b014711","e014904","d006186","e011329",-0.7,-0.516,-0.660839795,-0.502815009336488,32,78,9,80,75,74,8,77,0,73,1478,0.339160205,1,0.266660574478687,0.769475583815175,0,"e012250"
2,151333402,"4/7/2012 01:09:57","","Service A",1,1,0.3,0.8,0.38,2,1,2,0,2,0,2,0,2,2,"b017369","b010401","b013994","e015312","b006236","b015391","b006402","d012986","b008112","b014517",0.7,0.42,0.69921482,0.397667644678387,75,60,75,5,90,35,85,5,75,85,1479,1,0.30078518,0.790043850379792,0.392376205701405,0,"b005963"
2,151333403,"4/7/2012 02:14:10","","Service B",1,0.3,1,0.304,0.814,0,2,1,2,1,2,1,2,0,2,"a007069","a000460","a002985","a007595","b018710","e015008","a005864","a002853","a001388","e002580",-0.7,-0.51,-0.735182641,-0.560836572250859,3,87,50,84,38,89,47,73,14,74,1480,0.264817359,1,0.268629212805259,0.829465785056118,0,"a009161"
2,151333404,"4/7/2012 00:58:18","","Service A",1,0.7,0,0.538,0.142,2,0,2,0,2,0,0,0,1,0,"e010384","b016274","e001874","e010498","e000049","e003642","e014657","d014296","e008429","d016411",0.7,0.396,0.788329111,0.453435491404354,70,13,86,23,79,18,1,4,33,13,1481,0.788329111,0,0.600166971523804,0.14673148011945,0,"e008805"
2,151333405,"4/7/2012 02:10:32","","They are both equally good",1,0.3,1,0.41,0.83,1,2,0,2,0,2,1,2,1,2,"b011287","a003823","b018238","b017225","a002038","a006774","f004405","f011014","f005721","f007272",-0.7,-0.42,-0.691783184,-0.412036419254899,65,90,20,80,0,85,55,70,65,90,1482,0.308216816,1,0.428872279171267,0.840908698426166,0,"f003218"
2,151333406,"4/7/2012 00:51:33","Service A was good 4 out of 5 sound clips. Other option was not good.","They are both equally bad",1,0.7,0,0.61,0.118,2,0,0,0,2,0,2,0,1,0,"f015197","e000588","b006210","b006210","f003234","e015137","a007806","a009332","b012997","b013460",0.7,0.492,0.720411197,0.501465120372581,77,7,28,28,67,7,70,2,63,15,1483,0.720411197,0,0.619595224675684,0.118130104303103,1,"b016602"
2,151333407,"4/7/2012 02:03:31","","They are both equally bad",1,0,0.7,0.194,0.544,0,1,0,1,0,2,0,1,0,2,"f005979","e005612","e000976","b001646","b002597","e003495","e006298","e013173","d009217","e014798",-0.7,-0.35,-0.65039259,-0.321010928153465,13,39,17,35,25,73,25,52,17,73,1484,0,0.65039259,0.181685467987417,0.502696396140882,0,"e012145"
2,151333408,"4/7/2012 02:17:03","","Service A",1,0.7,0,0.556,0.228,0,0,2,0,2,0,1,0,2,0,"e007615","a003840","d009029","e012897","d004767","e005485","d003231","e010739","d017292","d017220",0.7,0.328,0.58780562,0.29611690145252,12,0,75,32,73,28,52,31,66,23,1485,0.58780562,0,0.487533291184953,0.191416389732433,0,"d008359"
2,151333409,"4/7/2012 02:05:24","","Service B",1,0.3,1,0.428,0.776,1,2,1,2,0,2,1,2,0,2,"e010285","e000542","e007047","e005948","b014679","e006482","e000994","e003874","b014942","e003569",-0.7,-0.348,-0.65039259,-0.305728146021741,64,79,50,74,23,77,44,82,33,76,1486,0.34960741,1,0.470626836858708,0.776354982880449,0,"e004656"
2,151333410,"4/7/2012 01:11:43","","Service A",1,1,0.3,0.822,0.366,2,2,2,1,2,0,2,0,2,0,"e002664","e000166","e000166","e003510","e005892","b008531","a003703","b011873","e014624","b004286",0.7,0.456,0.553846662,0.365802363475403,88,81,81,59,75,8,77,22,90,13,1487,1,0.446153338,0.829532131193348,0.463729767717945,1,"e010314"
2,151333411,"4/7/2012 00:59:23","","They are both equally bad",1,0.3,1,0.298,0.908,1,2,0,2,1,2,1,2,0,2,"b011661","b014660","b001759","b016281","b009588","b017501","b002626","b011515","b010488","b016472",-0.7,-0.61,-0.672595671,-0.570825552590516,50,85,0,90,45,90,54,95,0,94,1488,0.327404329,1,0.324768057738433,0.895593610328949,0,"b008990"
2,151333412,"4/7/2012 00:42:25","","Service A",1,0.7,0,0.588,0.04,1,0,2,0,1,0,2,0,1,0,"a003184","d012279","a004756","b014898","a005293","a000843","a009389","b009209","a002438","a004734",0.7,0.548,0.680027307,0.568954843018015,66,4,66,5,58,3,66,6,38,2,1489,0.680027307,0,0.6096961700856,0.0407413270675845,0,"a000184"
2,151333413,"4/7/2012 02:07:04","","They are both equally good",1,0.3,1,0.32,0.83,0,2,1,2,2,2,0,2,0,2,"e010394","e011963","e015054","e013722","e000518","e011395","e013169","e013181","d019888","e003951",-0.7,-0.51,-0.723426765,-0.517298935143498,5,75,60,90,85,90,10,80,0,80,1490,0.276573235,1,0.304099691329955,0.821398626473453,0,"e006998"
2,151333414,"4/7/2012 02:10:57","na","Service A",1,1,0.3,0.822,0.336,2,1,2,0,2,2,2,0,2,0,"e008815","e005067","a003098","b016735","e017208","a003703","e005892","b018118","e002965","b008531",0.7,0.486,0.660839795,0.444010635590709,89,58,74,14,81,77,75,11,92,8,1491,1,0.339160205,0.827822235426268,0.383811599835559,0,"e010314"
2,151333415,"4/7/2012 01:55:52","","Service B",1,0.3,1,0.426,0.83,1,2,1,2,1,2,0,2,0,2,"e010285","e007712","d003999","e001720","e004177","e000542","d006293","e007672","d002733","e002248",-0.7,-0.404,-0.638636714,-0.354444805269138,64,85,37,79,69,79,32,80,11,92,1492,0.361363286,1,0.474422150622311,0.828866955891449,0,"e004656"
2,151333416,"4/7/2012 01:50:05","","Service A",1,0.7,0,0.61,0.176,2,0,0,0,2,0,2,0,1,0,"f015197","b006210","b006210","b012545","f003234","b005721","a007806","b013460","b012997","e014293",0.7,0.434,0.720411197,0.422840028264251,77,28,28,21,67,9,70,15,63,15,1493,0.720411197,0,0.619595224675684,0.196755196411433,1,"b016602"
2,151333417,"4/7/2012 01:14:16","","Service B",1,0.3,1,0.292,0.872,2,2,1,2,0,2,0,2,0,2,"d002120","d009529","d016874","d016391","e003641","d009122","b000756","d010810","a009028","d017317",-0.7,-0.58,-0.553846662,-0.471670557126537,72,88,59,75,10,95,5,86,0,92,1494,0.446153338,1,0.394708671746191,0.866379228872728,0,"d015538"
2,151333418,"4/7/2012 00:48:34","","Service A",1,1,0.3,0.918,0.306,2,0,2,2,2,0,2,1,2,0,"b016472","b003760","b018504","b014660","b017501","a007393","b009059","b016617","b011515","b007884",0.7,0.612,0.71297956,0.612558178557765,94,14,91,85,90,0,89,54,95,0,1495,1,0.28702044,0.920805841235481,0.308247662677716,0,"b008990"
2,151333419,"4/7/2012 01:40:44","","They are both equally good",1,0.3,1,0.436,0.844,1,2,1,2,0,2,1,2,0,2,"d001468","d016439","d019434","d016765","e001359","d019225","d009342","d017379","e016078","d004238",-0.7,-0.408,-0.65039259,-0.335674837926405,68,81,69,81,13,85,65,88,3,87,1496,0.34960741,1,0.499205455318798,0.834880293245203,0,"d012347"
2,151333420,"4/7/2012 02:12:44","","Service A",1,0.7,0,0.608,0.056,2,0,0,0,1,0,2,0,2,0,"d000701","e000419","e005478","e005478","d000628","e000405","d006531","e005737","d012309","d003234",0.7,0.552,0.701223684,0.581735344342249,94,1,0,0,52,5,65,10,93,12,1497,0.701223684,0,0.623957395812577,0.0422220514703283,1,"d008986"
2,151333421,"4/7/2012 01:15:23","","Service B",1,0.3,1,0.31,0.82,0,2,1,2,0,2,0,2,2,2,"b008465","f011014","b001064","a000970","a009830","a009457","a002038","a005844","a007806","f001497",-0.7,-0.51,-0.76180179,-0.527815738908938,10,70,65,100,0,70,0,85,80,85,1498,0.23819821,1,0.277971154614678,0.805786893523616,0,"f003218"
2,151333422,"4/7/2012 01:32:49","","Service A",1,1,0.3,0.738,0.314,2,0,2,0,2,1,2,0,2,2,"d006761","a007441","d013596","e003544","d016977","d001017","d001033","b006067","d017169","d009198",0.7,0.424,0.784004871,0.485994516983983,73,0,69,22,77,56,71,10,79,69,1499,1,0.215995129,0.733174691169978,0.247180174185995,0,"d019573"
2,151333423,"4/7/2012 04:37:05","","Service B",0.5714,0,0.7,0.31,0.64,0,2,0,0,0,2,0,2,0,1,"e016830","e007120","e006734","e006734","d011939","e003932","a000667","e015843","e006472","e005831",-0.7,-0.33,-0.720411197,-0.33711975813854,35,80,35,35,15,70,35,75,35,60,1500,0,0.720411197,0.316083979472639,0.653203737611179,1,"e019738"
2,151333424,"4/7/2012 01:51:26","","Service A",1,0.9,0.1,0.63,0.166,2,0,1,0,2,0,2,1,2,0,"a005185","b004509","b006673","d012279","a003151","a004734","a009389","a005293","a001629","b009209",0.8,0.464,0.819972693,0.477289170776667,66,13,50,4,63,2,66,58,70,6,1651,0.893006868,0.073034175,0.625922997663865,0.148633826887198,0,"a000184"
2,151333425,"4/7/2012 02:05:40","na","Service B",1,0,0.8,0.112,0.598,0,2,0,2,0,1,0,2,0,1,"e006472","d014818","e003932","d010642","e004112","d013842","b002158","d002000","e010340","d002808",-0.8,-0.486,-0.84960741,-0.51721465962176,7,69,7,68,25,50,2,65,15,47,1652,0,0.84960741,0.103717407183478,0.620932066805238,0,"d009949"
2,151333426,"4/7/2012 01:23:08","No","Service B",1,0.8,0,0.744,0.086,1,0,2,0,1,0,2,0,2,0,"a007428","b002879","a001681","b006932","a008370","b007296","a005105","a005327","b008653","b006236",0.8,0.658,0.745629846,0.656978051167998,72,3,75,16,66,6,76,9,83,9,1653,0.745629846,0,0.736520074303894,0.0795420231358958,0,"a000369"
2,151333427,"4/7/2012 01:13:03","","Service B",1,0.2,1,0.23,0.77,1,2,0,2,0,2,1,2,0,2,"a003247","a009223","a002721","a003840","a006338","a008296","b006204","a007691","b001265","b016835",-0.8,-0.54,-0.757385722,-0.508028215619316,40,75,15,75,5,75,40,70,15,90,1654,0.242614278,1,0.2543491285154,0.762377344134716,0,"b001529"
2,151333428,"4/7/2012 01:14:25","","Service B",1,0.8,0,0.64,0.186,2,0,2,0,2,0,2,0,0,0,"b012580","f003305","e019439","f010921","a000069","b012853","a005601","b006267","b003933","d012005",0.8,0.454,0.868794922,0.50353551143678,91,26,72,18,68,22,70,15,19,12,1655,0.868794922,0,0.70519717681812,0.20166166538134,0,"f019182"
2,151333429,"4/7/2012 01:00:30","","Service B",1,0.2,1,0.228,0.666,0,2,2,2,0,2,0,2,0,2,"a003658","a000616","b010504","a004069","b009262","a007694","d012279","a009389","a003073","a009530",-0.8,-0.438,-0.786013735,-0.436558651402674,10,68,72,69,9,66,4,66,19,64,1656,0.213986265,1,0.234020039094588,0.670578690497262,0,"a000184"
2,151333430,"4/7/2012 02:17:00","","Service A",1,1,0.2,0.798,0.286,2,0,2,2,2,0,2,0,2,0,"e008375","e007235","e017154","e005600","e019382","e015274","e014113","b002932","e005508","e011578",0.8,0.512,0.786013735,0.52193280739185,89,12,76,88,80,16,88,12,66,15,1657,1,0.213986265,0.815281725020934,0.293348917629084,0,"e000004"
2,151333431,"4/7/2012 01:14:12","","They are both equally good",1,0.2,1,0.204,0.764,1,2,1,2,0,2,0,2,0,2,"a009858","b012941","b009791","b007346","b006971","a003760","b001100","b005373","b019938","b009401",-0.8,-0.56,-0.723426765,-0.528560480177345,31,79,41,73,13,76,0,72,17,82,1658,0.276573235,1,0.237224308695861,0.765784788873206,0,"b012102"
2,151333432,"4/7/2012 01:19:52","","They are both equally bad",1,0.8,0,0.604,0.118,2,0,0,0,2,0,2,0,2,0,"b004870","e000588","e015137","b006210","b002647","e015137","a001054","a009332","b006254","b013460",0.8,0.486,0.786013735,0.461639737874007,68,7,7,28,66,7,74,2,87,15,1659,0.786013735,0,0.57976984217711,0.118130104303103,1,"b016602"
2,151333433,"4/7/2012 02:10:59","","Service B",1,0.2,1,0.148,0.76,0,2,0,2,2,2,0,2,0,2,"b001652","a009367","e009968","b007288","b008816","b014142","a007196","b019543","e008927","a004471",-0.8,-0.612,-0.830419897,-0.646701097016984,0,83,0,77,74,70,0,70,0,80,1660,0.169580103,1,0.125489275951238,0.772190372968222,0,"b009504"
2,151333434,"4/7/2012 01:55:14","","Service A",1,1,0.2,0.776,0.324,2,0,2,2,2,0,2,0,2,0,"b017552","b013379","a008242","b015729","a000811","a002491","b019478","b015698","f001904","b012282",0.8,0.452,0.786013735,0.460315201700514,89,30,88,70,74,22,68,26,69,14,1661,1,0.213986265,0.805507752987698,0.345192551287184,0,"b001064"
2,151333435,"4/7/2012 01:22:52","","They are both equally bad",1,0.1,0.9,0.27,0.71,0,1,1,2,0,2,0,2,0,2,"d012986","b005105","b009307","b010387","b003709","b009322","e013709","b011380","b015391","b015257",-0.8,-0.44,-0.723426765,-0.386617303431257,5,30,70,80,5,80,20,80,35,85,1662,0.106993132,0.830419897,0.250362847807552,0.636980151238809,0,"b005963"
2,151333436,"4/7/2012 00:43:21","","Service A",1,1,0.2,0.692,0.228,2,0,2,2,2,0,2,0,2,0,"a003151","a003658","a000243","b010504","b010504","b009262","a002073","d012279","a001629","a003073",0.8,0.464,0.786013735,0.450486927832014,63,10,75,72,72,9,66,4,70,19,1663,1,0.213986265,0.684506966926602,0.234020039094588,1,"a000184"
2,151333437,"4/7/2012 01:27:09","","Service B",1,0.1,0.9,0.022,0.738,0,2,1,2,0,2,0,2,0,1,"d001454","d014396","d014126","d000871","d006994","d009813","e005870","d004163","d003771","d008534",-0.8,-0.716,-0.827404329,-0.729535188276827,0,79,11,73,0,85,0,78,0,54,1664,0.106993132,0.934397461,0.0235384891207981,0.753073677397625,0,"d018721"
2,151333438,"4/7/2012 01:50:15","","They are both equally bad",1,1,0.2,0.804,0.188,2,0,2,0,2,0,2,0,2,2,"e015008","b009881","e002580","a001388","a000460","a003658","b008349","b014142","a002853","e015542",0.8,0.616,0.868794922,0.683988671778133,89,0,74,14,87,0,79,0,73,80,1665,1,0.131205078,0.81891081085084,0.134922139072707,0,"a009161"
2,151333439,"4/7/2012 01:23:40","","Service B",1,0,0.8,0.07,0.75,0,1,0,2,0,2,0,2,0,1,"e007672","d009238","e002773","d004908","b018038","d004099","b009868","d008753","e013469","d019682",-0.8,-0.68,-0.764817359,-0.677465619835455,10,70,5,80,5,90,5,85,10,50,1666,0,0.764817359,0.0735182641392979,0.750983883974753,0,"d017784"
2,151333440,"4/7/2012 00:57:32","No","Service A",1,1,0.2,0.868,0.314,2,0,2,0,2,2,2,0,2,0,"d019285","e006592","d017413","e012442","d011716","d010507","d006839","e011741","d010507","a006364",0.8,0.554,0.830419897,0.560797517373648,85,22,89,20,85,90,85,10,90,15,1667,1,0.169580103,0.865119704464999,0.304322187091351,1,"d007449"
2,151333441,"4/7/2012 02:20:34","No","They are both equally bad",1,0.2,1,0.314,0.798,1,2,0,2,0,2,0,2,1,2,"b014679","e017076","b004716","e009960","b005084","a008578","b001098","b005641","e018825","e019607",-0.8,-0.484,-0.764817359,-0.425668609510552,72,91,36,72,9,80,1,79,39,77,1668,0.235182641,1,0.389123276066987,0.814791885577539,0,"e010700"
2,151333442,"4/7/2012 01:33:13","","Service A",1,1,0.2,0.784,0.334,2,0,2,0,2,0,2,2,2,0,"e000542","b014679","e009643","d013920","e013391","b007387","e006734","e002965","e008823","e003476",0.8,0.45,0.85393165,0.48175412845201,79,23,82,26,76,13,76,79,79,26,1669,1,0.14606835,0.786950134367651,0.305196005915641,0,"e004656"
2,151333443,"4/7/2012 01:12:58","","They are both equally good",1,0.2,1,0.192,0.676,1,2,1,2,0,2,0,2,0,2,"a006681","a005952","a000970","a007407","a008037","a006822","a004609","f001994","b019126","a000571",-0.8,-0.484,-0.723426765,-0.405883936283997,49,68,47,61,0,70,0,70,0,69,1670,0.276573235,1,0.2667620450093,0.672645981293297,0,"a005589"
2,151333444,"4/7/2012 01:09:12","","They are both equally good",1,1,0.2,0.794,0.278,2,1,2,1,2,0,2,0,2,0,"f019128","b002208","b005421","b018922","a003163","f003234","f005918","e007259","b011287","d003331",0.8,0.516,0.723426765,0.456205977423179,77,40,77,67,76,15,77,16,90,1,1671,1,0.276573235,0.785360859050237,0.329154881627058,0,"f007939"
2,151333445,"4/7/2012 00:36:02","","They are both equally bad",1,0.1,0.9,0.13,0.82,0,2,1,2,0,2,0,2,0,1,"b017394","b018504","b004042","b015277","b006433","b009059","b002195","b014660","b010488","e002248",-0.8,-0.69,-0.827404329,-0.704119873126771,8,91,50,90,0,89,7,85,0,55,1672,0.106993132,0.934397461,0.144350733278143,0.848470606404914,0,"b008990"
2,151333446,"4/7/2012 01:31:51","","Service A",1,0.9,0.1,0.69,0.18,2,1,2,0,2,0,2,0,1,0,"f001490","b007101","a005654","d002935","b012902","e019474","f005791","a007185","b003867","a007960",0.8,0.51,0.764817358,0.503746469286535,75,40,70,0,80,5,75,10,45,35,1673,0.934397461,0.169580103,0.708418168641412,0.204671699354877,0,"a005135"
2,151333447,"4/7/2012 01:20:52","","Service B",1,0.1,0.9,0.126,0.708,0,2,0,2,0,1,0,2,1,2,"d016411","e002246","e014657","e000049","e016650","d000864","e012764","e001874","e005764","d013608",-0.8,-0.582,-0.84960741,-0.597485837947556,13,76,1,79,13,34,5,86,31,79,1674,0.065602539,0.915209949,0.116253094196662,0.713738932144218,0,"e008805"
2,151333448,"4/7/2012 01:19:33","","Service A",1,0.9,0.1,0.652,0.144,2,0,2,0,2,0,2,1,1,0,"d001423","e007742","d012238","e015420","d007374","d009234","d000386","d013762","d013762","d011850",0.8,0.508,0.861363286,0.585813082987118,80,0,77,0,67,24,71,31,31,17,1675,0.934397461,0.073034175,0.694098359248289,0.108285276261171,1,"d005834"
